"동별(1)",2014. 01,2014. 02,2014. 03,2014. 04,2014. 05,2014. 06,2014. 07,2014. 08,2014. 09,2014. 10,2014. 11,2014. 12,2015. 01,2015. 02,2015. 03,2015. 04,2015. 05,2015. 06,2015. 07,2015. 08,2015. 09,2015. 10,2015. 11,2015. 12,2016. 01,2016. 02,2016. 03,2016. 04,2016. 05,2016. 06,2016. 07,2016. 08,2016. 09,2016. 10,2016. 11,2016. 12,2017. 01,2017. 02,2017. 03,2017. 04,2017. 05,2017. 06,2017. 07,2017. 08,2017. 09,2017. 10,2017. 11,2017. 12,2018. 01,2018. 02,2018. 03,2018. 04,2018. 05,2018. 06,2018. 07,2018. 08,2018. 09,2018. 10,2018. 11,2018. 12,2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12,2020. 01,2020. 02,2020. 03,2020. 04,2020. 05,2020. 06,2020. 07,2020. 08,2020. 09,2020. 10,2020. 11,2020. 12,2021. 01,2021. 02,2021. 03,2021. 04,2021. 05,2021. 06,2021. 07,2021. 08,2021. 09,2021. 10,2021. 11,2021. 12
"동별(1)",전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대,전체세대
"합계",4182556,4188621,4190331,4189778,4189440,4189495,4190836,4193111,4195210,4195960,4195300,4194176,4196435,4201451,4202812,4200803,4199356,4197478,4196515,4196071,4195438,4194103,4192412,4189948,4190415,4193517,4194485,4193887,4193528,4193712,4192776,4191784,4191411,4191313,4190260,4189839,4192985,4200761,4202888,4203957,4207393,4210933,4213667,4217954,4219001,4219562,4219280,4220082,4224387,4231130,4237610,4239848,4240628,4241547,4243687,4249335,4254018,4258518,4260463,4263868,4271551,4283150,4290922,4296066,4301522,4304243,4308300,4312172,4315921,4319322,4322454,4327605,4334918,4345877,4354006,4361645,4373610,4384076,4391545,4400154,4405833,4408498,4412343,4417954,4421022,4427814,4400403,4403263,4403381,4405638,4409964,4416816,4421143,4422587,4424222,4426007
