"시점",신재생에너지 생산량 (TOE),신재생에너지 생산량 (TOE),신재생에너지 생산량 (TOE)
"시점",소계,태양광,풍력
"2014",293656,11813,41
"2015",335139,16676,43
"2016",316806,19355,43
"2017",350881,23664,46
"2018",388944,36471,48
"2019",361289,45283,44
"2020",303074,51484,46
"2021",325719,55298,45
