"자치구별(1)","계약종별(1)",계약종별(2),2014. 01,2014. 02,2014. 03,2014. 04,2014. 05,2014. 06,2014. 07,2014. 08,2014. 09,2014. 10,2014. 11,2014. 12,2015. 01,2015. 02,2015. 03,2015. 04,2015. 05,2015. 06,2015. 07,2015. 08,2015. 09,2015. 10,2015. 11,2015. 12,2016. 01,2016. 02,2016. 03,2016. 04,2016. 05,2016. 06,2016. 07,2016. 08,2016. 09,2016. 10,2016. 11,2016. 12,2017. 01,2017. 02,2017. 03,2017. 04,2017. 05,2017. 06,2017. 07,2017. 08,2017. 09,2017. 10,2017. 11,2017. 12,2018. 01,2018. 02,2018. 03,2018. 04,2018. 05,2018. 06,2018. 07,2018. 08,2018. 09,2018. 10,2018. 11,2018. 12,2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12,2020. 01,2020. 02,2020. 03,2020. 04,2020. 05,2020. 06,2020. 07,2020. 08,2020. 09,2020. 10,2020. 11,2020. 12,2021. 01,2021. 02,2021. 03,2021. 04,2021. 05,2021. 06,2021. 07,2021. 08,2021. 09,2021. 10,2021. 11,2021. 12
"서울시","합계",주택용,1187068,1174713,1029043,1066275,1004896,1058559,1121938,1233459,1114598,1009581,1061203,1123393,1208344,1174628,1038608,1073072,999898,1041745,1099739,1328130,1146190,998798,1051815,1100125,1180825,1197876,1070582,1059936,997002,1046091,1139964,1509147,1263482,1004146,1049004,1094401,1171118,1181641,1029696,1061221,989052,1026418,1211781,1452965,1142453,996485,1048521,1132166,1218264,1230801,1045251,1064942,1000319,1053725,1211149,1810791,1291085,1000841,1054197,1115941,1215960,1181266,1033986,1080013,1005639,1044560,1156463,1543964,1317723,1049770,1060334,1124991,1201845,1192800,1122218,1122785,1058926,1135016,1217456,1411612,1460565,1077247,1110287,1191278,1331688,1272211,1090282,1112408,1060023,1127819,1391210,1844125,1336306,1131013,1126419,1175771
