"자치구별(1)","계약종별(1)",계약종별(2),2004. 01,2004. 02,2004. 03,2004. 04,2004. 05,2004. 06,2004. 07,2004. 08,2004. 09,2004. 10,2004. 11,2004. 12,2005. 01,2005. 02,2005. 03,2005. 04,2005. 05,2005. 06,2005. 07,2005. 08,2005. 09,2005. 10,2005. 11,2005. 12,2006. 01,2006. 02,2006. 03,2006. 04,2006. 05,2006. 06,2006. 07,2006. 08,2006. 09,2006. 10,2006. 11,2006. 12,2007. 01,2007. 02,2007. 03,2007. 04,2007. 05,2007. 06,2007. 07,2007. 08,2007. 09,2007. 10,2007. 11,2007. 12,2008. 01,2008. 02,2008. 03,2008. 04,2008. 05,2008. 06,2008. 07,2008. 08,2008. 09,2008. 10,2008. 11,2008. 12,2009. 01,2009. 02,2009. 03,2009. 04,2009. 05,2009. 06,2009. 07,2009. 08,2009. 09,2009. 10,2009. 11,2009. 12,2010. 01,2010. 02,2010. 03,2010. 04,2010. 05,2010. 06,2010. 07,2010. 08,2010. 09,2010. 10,2010. 11,2010. 12,2011. 01,2011. 02,2011. 03,2011. 04,2011. 05,2011. 06,2011. 07,2011. 08,2011. 09,2011. 10,2011. 11,2011. 12,2012. 01,2012. 02,2012. 03,2012. 04,2012. 05,2012. 06,2012. 07,2012. 08,2012. 09,2012. 10,2012. 11,2012. 12,2013. 01,2013. 02,2013. 03,2013. 04,2013. 05,2013. 06,2013. 07,2013. 08,2013. 09,2013. 10,2013. 11,2013. 12,2014. 01,2014. 02,2014. 03,2014. 04,2014. 05,2014. 06,2014. 07,2014. 08,2014. 09,2014. 10,2014. 11,2014. 12,2015. 01,2015. 02,2015. 03,2015. 04,2015. 05,2015. 06,2015. 07,2015. 08,2015. 09,2015. 10,2015. 11,2015. 12,2016. 01,2016. 02,2016. 03,2016. 04,2016. 05,2016. 06,2016. 07,2016. 08,2016. 09,2016. 10,2016. 11,2016. 12,2017. 01,2017. 02,2017. 03,2017. 04,2017. 05,2017. 06,2017. 07,2017. 08,2017. 09,2017. 10,2017. 11,2017. 12,2018. 01,2018. 02,2018. 03,2018. 04,2018. 05,2018. 06,2018. 07,2018. 08,2018. 09,2018. 10,2018. 11,2018. 12,2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12,2020. 01,2020. 02,2020. 03,2020. 04,2020. 05,2020. 06,2020. 07,2020. 08,2020. 09,2020. 10,2020. 11,2020. 12,2021. 01,2021. 02,2021. 03,2021. 04,2021. 05,2021. 06,2021. 07,2021. 08,2021. 09,2021. 10,2021. 11,2021. 12
"서울시","합계",주택용,997773,1022829,929970,926836,887453,903489,935120,1122096,970072,890996,933732,961073,1050920,1034572,948015,968532,908561,958408,994931,1131221,998855,933188,954642,1026298,1107776,1043070,960352,997712,927631,963298,993475,1158685,1066869,917460,991926,1037155,1075305,1073293,960533,1016992,954144,982471,1014115,1157601,1107260,978022,1017438,1054305,1124889,1124234,1021684,1033054,971074,998593,1050141,1188891,1083408,987595,1033462,1070485,1153275,1136368,1004472,1054514,999567,1036914,1046460,1176870,1107488,1007942,1076722,1107187,1214068,1181409,1032892,1089846,1022332,1055101,1125863,1300710,1209523,1030153,1074270,1120563,1231391,1202149,1037949,1083898,1027707,1042577,1088431,1222761,1155030,1021590,1074035,1111070,1204664,1209163,1095406,1113924,1032062,1068538,1125529,1416388,1182227,1034657,1096242,1156907,1253151,1211922,1055375,1104489,1031805,1071976,1142486,1343743,1209798,1020086,1067595,1113621,1187068,1174713,1029043,1066275,1004896,1058559,1121938,1233459,1114598,1009581,1061203,1123393,1208344,1174628,1038608,1073072,999898,1041745,1099739,1328130,1146190,998798,1051815,1100125,1180825,1197876,1070582,1059936,997002,1046091,1139964,1509147,1263482,1004146,1049004,1094401,1171118,1181641,1029696,1061221,989052,1026418,1211781,1452965,1142453,996485,1048521,1132166,1218264,1230801,1045251,1064942,1000319,1053725,1211149,1810791,1291085,1000841,1054197,1115941,1215960,1181266,1033986,1080013,1005639,1044560,1156463,1543964,1317723,1049770,1060334,1124991,1201845,1192800,1122218,1122785,1058926,1135016,1217456,1411612,1460565,1077247,1110287,1191278,1331688,1272211,1090282,1112408,1060023,1127819,1391210,1844125,1336306,1131013,1126419,1175771
